Company Name,Company Name URL,Category Groups,Headquarters Location,Description,Crunchbase Rank,Founded Date,Status,Number of Articles,Categories,Number of Founders,Number of Employees,Last Funding Date,Last Funding Amount,Total Funding Amount,Number of Investors,Last Funding Type,Website,Number of Funding Rounds
CityPockets,https://www.crunchbase.com/organization/citypockets,Commerce and Shopping,"New York, New York, United States",CityPockets is an online marketplace that allows its users to purchase and sell daily deal vouchers.,"27,339",08/26/2010,Closed,30,"Coupons, Group Buying",2,1-10,06/20/2011,"$750,000","$770,000",3,Seed,http://www.CityPockets.com,2
Complex Polygon,https://www.crunchbase.com/organization/complex-polygon,"Apps, Software, Mobile","San Francisco, California, United States","Complex Polygon is a product studio based in San Francisco, California.","27,376",01/01/2013,Closed,5,"Mobile Apps, Software, Apps",2,1-10,10/10/2014,"$1,700,000","$1,700,000",5,Seed,http://complexpolygon.com/,1
SlidePay,https://www.crunchbase.com/organization/slidepay,"Commerce and Shopping, Payments, Financial Services, Lending and Investments, Mobile","Mountain View, California, United States",SlidePay is an API that makes it easy for any application to accept credit cards that are processed in person.,"27,512",01/01/2011,Closed,,"Mobile, Payments, E-Commerce, Credit Cards",2,1-10,09/01/2013,"$800,000","$2,100,000",9,Seed,http://www.slidepay.com,2
Bistrobot,https://www.crunchbase.com/organization/bistrobot,"Manufacturing, Science and Engineering, Hardware, Software","San Francisco, California, United States",Bistrobot makes robots that make sandwiches.,"27,644",,Closed,,"Manufacturing, Robotics, Machinery Manufacturing",1,1-10,09/01/2015,"$120,000","$120,000",1,Seed,https://www.bistrobot.com,1
Vidable,https://www.crunchbase.com/organization/vidable,"Commerce and Shopping, Sales and Marketing, Advertising","Carson City, Nevada, United States",Vidable is a social local video classifieds platform that allows users to post reviews on various channels.,"27,819",01/01/2010,Closed,,"Local Advertising, Advertising, Classifieds",,11-50,08/15/2011,"$1,000,000","$1,000,000",,Seed,http://www.vidable.com,1
Wantworthy,https://www.crunchbase.com/organization/wantworthy,"Commerce and Shopping, Financial Services, Design","New York, New York, United States","Wantworthy enables online shoppers to save products they are interested in from any site, compare them, and get feedback from friends.","28,009",01/01/2011,Closed,8,"E-Commerce, Fashion, Finance, Retail",2,1-10,08/09/2012,"$1,000,000","$1,018,000",6,Seed,http://wantworthy.com,3
Gamify,https://www.crunchbase.com/organization/gamify,"Gaming, Software","San Francisco, California, United States",Gamify is a platform designed primarily for the casino gaming industry to make their existing games more engaging.,"28,152",02/10/2010,Closed,22,"Gamification, Web Development, Gambling",2,1-10,06/15/2012,"$240,000","$240,000",3,Seed,http://gamify.com,1
Bunndle,https://www.crunchbase.com/organization/bunndle,"Sales and Marketing, Advertising","Palo Alto, California, United States","Bunndle is an advertising network for software and app publishers to increase user acquisition, discovery and monetization for their apps.","28,160",06/08/2010,Closed,,"Advertising, Ad Network",1,11-50,10/01/2012,"$1,560,000","$2,110,000",7,Seed,http://www.bunndle.com,3
CasaHop,https://www.crunchbase.com/organization/casahop,Travel and Tourism,"New York, New York, United States",CasaHop is a platform for users to find suitable home exchanges for vacations and weekend getaways.,"28,814",01/01/2012,Closed,16,Hospitality,2,11-50,06/26/2012,"$1,200,000","$1,200,000",10,Seed,http://casahop.com,1
Verious,https://www.crunchbase.com/organization/verious,"Platforms, Apps, Software, Mobile","San Carlos, California, United States","Verious helps mobile developers find and discover ways to save costs, improve efficiency, and increase monetization of mobile apps.","28,876",01/03/2011,Closed,14,"iOS, Android, Apps, Mobile, Web Development",1,11-50,05/30/2011,"$800,000","$800,000",10,Seed,http://www.Verious.com,1
Akimbo,https://www.crunchbase.com/organization/akimbo,"Media and Entertainment, Sales and Marketing, Professional Services, Video","San Mateo, California, United States","Akimbo is a video on-demand system enabling subscribers to download television shows, movies and other videos to a set-top box on demand.","28,983",01/01/1995,Closed,16,"Video on Demand, Recruiting, Personal Branding",1,1-10,05/26/2013,"$450,000","$36,150,000",10,Seed,http://www.akimbo.com/,6
Etelos,https://www.crunchbase.com/organization/etelos,"Information Technology, Software, Sales and Marketing","San Mateo, California, United States",Etelos develops on-demand browser-based applications.,"28,997",05/01/1999,Closed,17,"Enterprise Software, Web Development, CRM",1,11-50,05/29/2012,"$837,500","$4,662,500",1,Seed,http://etelos.com,4
Storybricks,https://www.crunchbase.com/organization/namaste,"Gaming, Science and Engineering, Information Technology, Data and Analytics, Software","San Diego, California, United States",Storybricks is an AI startup that enables communications with user interfaces,"29,001",03/01/2010,Closed,9,"Information Technology, Gaming, Artificial Intelligence",3,1-10,01/17/2014,"$815,000","$815,000",2,Seed,http://www.storybricks.com,1
Deal Decor,https://www.crunchbase.com/organization/deal-decor,"Commerce and Shopping, Consumer Goods","San Francisco, California, United States",Deal Decor is a group-buying site for savvy shoppers to obtain discounts on home decor and furniture products in America.,"29,004",01/01/2011,Closed,6,"Furniture, E-Commerce",2,,08/23/2012,"$1,200,000","$1,200,000",8,Seed,http://dealdecor.com,1
Alminder,https://www.crunchbase.com/organization/alminder,"Media and Entertainment, Events, Mobile","Palo Alto, California, United States","Alminder is focused on developing Mynd Calendar, an intelligent mobile calendar app for iPhones and other iOS devices.","29,005",04/01/2012,Closed,11,"Events, Mobile",3,1-10,10/22/2013,"$1,525,000","$1,525,000",2,Seed,http://mynd.me,1
Status,https://www.crunchbase.com/organization/status-3,Mobile,"San Francisco, California, United States",Automatic status updates for your phone,"29,323",01/01/2014,Closed,5,Mobile,2,,03/05/2014,"$750,000","$1,850,000",12,Seed,http://trystatus.com/,2
Open Places,https://www.crunchbase.com/organization/open-places,Travel and Tourism,"San Francisco, California, United States",Open Places is an iOS application and website that helps users find great places nearby.,"29,494",03/01/2008,Closed,2,Travel,1,1-10,06/07/2010,"$1,100,000","$1,100,000",12,Seed,http://openplac.es,4
Get.com,https://www.crunchbase.com/organization/get-com,"Media and Entertainment, Payments, Internet Services, Financial Services, Lending and Investments","New York, New York, United States",Get.com is a community web site and product discovery platform that helps people make better purchasing decisions.,"29,594",04/01/2011,Closed,10,"Credit Cards, Finance, FinTech, Insurance, Social Media",4,1-10,09/22/2011,"$1,000,000","$1,000,000",,Seed,http://get.com,1
SocialPandas,https://www.crunchbase.com/organization/socialpandas,"Media and Entertainment, Internet Services","San Francisco, California, United States",SocialPandas is a social selling platform that converts activities on social networks into actionable leads and revenue for B2B companies.,"29,944",01/01/2011,Closed,7,Social Media,3,11-50,08/15/2012,"$1,500,000","$1,500,000",2,Seed,http://www.socialpandas.com,1
Machine Perception Technologies,https://www.crunchbase.com/organization/machine-perception-technologies,"Information Technology, Data and Analytics, Software","San Diego, California, United States",Machine Perception Technologies develops expression recognition applications that numerically represent human facial expressions.,"30,165",01/01/2008,Closed,,"Information Technology, Enterprise Software, Machine Learning",3,1-10,08/03/2012,"$2,000,000","$2,000,000",,Seed,http://mpt4u.com,1
Panelfly,https://www.crunchbase.com/organization/panelfly,"Media and Entertainment, Content and Publishing, Mobile","New York, New York, United States","Panelfly aggregates, editorializes and commercializes franchise-level content that maximizes engagement and monetization for creators.","30,503",01/01/2011,Closed,1,"Content, Publishing, Mobile",,11-50,12/28/2011,"$1,000,000","$1,210,000",,Seed,http://panelfly.com,2
StyleTrek,https://www.crunchbase.com/organization/styletrek,Design,"New York, New York, United States",StyleTrek.com is a crowdsourced e-commerce platform selling products of independent designers via various patented brands.,"30,520",02/01/2010,Closed,6,"Crowdsourcing, Fashion",,11-50,02/01/2010,"$1,500,000","$1,500,000",6,Seed,http://www.styletrek.com,1
Divvy,https://www.crunchbase.com/organization/divvy-5,"Commerce and Shopping, Transportation","Minneapolis, Minnesota, United States",Simplifed shared ownership for roommates and friends,"30,625",06/24/2014,Closed,1,"E-Commerce, Automotive",2,1-10,06/20/2014,"$500,000","$500,000",,Seed,http://letsdivvy.it/,1
Halolife,https://www.crunchbase.com/organization/halolife,Software,"San Francisco, California, United States",Halolife is an online platform that provides step-by-step guidance to plan and find a burial or cremation service that meets your needs.,"30,707",01/01/2015,Closed,,Software,2,1-10,11/21/2015,"$120,000","$120,000",1,Seed,https://halolife.com/,1
Sonar.me,https://www.crunchbase.com/organization/sonar-me,"Apps, Media and Entertainment, Navigation and Mapping, Information Technology, Data and Analytics, Events, Software, Sales and Marketing, Internet Services, Privacy and Security, Mobile","New York, New York, United States",Sonar combines publicly available profile and location information to help users discover business contacts and friends around them.,"30,777",01/01/2010,Closed,9,"Location Based Services, Software, Apps, Mobile, Events, CRM, Social Media, Identity Management",2,1-10,02/16/2013,,"$200,000",4,Seed,http://sonar.me,2
Rewind Me,https://www.crunchbase.com/organization/rewind-me,"Financial Services, Mobile","New York, New York, United States",Rewind.Me offers apps and services that deliver control over personal data for consumers and marketers.,"30,868",12/01/2011,Closed,,"Finance, Mobile",,1-10,06/14/2012,"$800,000","$800,000",15,Seed,http://rewind.me,2
Flytenow,https://www.crunchbase.com/organization/flytenow,"Travel and Tourism, Transportation","San Francisco, California, United States",Flytenow connects you with pilots so you can get off the ground on the cheap,"30,879",09/01/2013,Closed,23,"Transportation, Adventure Travel, Travel, Collaborative Consumption",4,1-10,06/02/2014,"$120,000","$145,000",3,Seed,http://www.flytenow.com,3
Olive Medical Corporation,https://www.crunchbase.com/organization/olive-medical-corporation,"Manufacturing, Health Care","Salt Lake City, Utah, United States",Olive Medical Corporation is a medical device manufacturing company providing affordable HD MIS imaging equipment to the OR.,"31,060",10/01/2009,Closed,,"Manufacturing, Health Care, Medical Device",,11-50,11/28/2011,"$1,000,000","$2,071,500",1,Seed,http://Oliolivemedical.com,3
SubtleData,https://www.crunchbase.com/organization/subtledata,"Commerce and Shopping, Mobile","Austin, Texas, United States",SubtleData connects mobile apps with point-of-sale (POS) systems to facilitate payment and order activities.,"31,110",07/01/2011,Closed,3,"E-Commerce, Mobile",1,11-50,11/18/2012,"$500,000","$500,000",6,Seed,http://www.subtledata.com,1
AdRocket,https://www.crunchbase.com/organization/adrocket,"Information Technology, Sales and Marketing, Internet Services, Messaging and Telecommunications, Advertising","San Francisco, California, United States","AdRocket is an ad targeting network for email, providing publishers with individually-relevant ads for email, websites and RSS.","31,122",02/01/2008,Closed,3,"Email, Ad Targeting, Advertising",1,1-10,05/15/2009,"$1,000,000","$1,000,000",6,Seed,http://www.adrocket.com,1
Armour.io - OWN YOUR DATA,https://www.crunchbase.com/organization/armour-io-inc,"Information Technology, Sustainability, Data and Analytics, Privacy and Security","San Antonio, Texas, United States","Armour.io secures your enterprise data at rest, in motion, in use.","31,304",03/07/2014,Closed,,"Cyber Security, Identity Management, Sustainability, Big Data, Risk Management",10,11-50,10/01/2014,"$350,000","$350,000",,Seed,http://www.armour.io,1
Modabound,https://www.crunchbase.com/organization/modabound,"Commerce and Shopping, Financial Services, Design","New York, New York, United States",Modabound is a peer-to-peer local fashion marketplace for buying and selling fashion items.,"31,576",02/01/2013,Closed,5,"Fashion, Shopping, Finance, E-Commerce",2,1-10,07/02/2013,"$120,000","$120,000",2,Seed,http://www.modabound.com,1
